MSFT (Microsoft Corporation),204.01,-4.03
Jul 16 2020 @ 13:53 ET,Bid,204.03,Ask,204.04,Size,1x3,Vol,10527616
Expiration Date,Calls,Last Sale,Net,Bid,Ask,Vol,IV,Delta,Gamma,Open Int,Strike,Puts,Last Sale,Net,Bid,Ask,Vol,IV,Delta,Gamma,Open Int
09/18/2020,MSFT200918C00285000,0.37,0.37,0.33,0.36,2,0.4013,0.0278,0.0019,0,285.000,MSFT200918P00285000,0,0,81,82.3,0,0.4019,-0.9702,0.0019,0
09/18/2020,MSFT200918C00290000,0.29,0.29,0.29,0.32,90,0.4103,0.0244,0.0016,0,290.000,MSFT200918P00290000,0,0,86.2,87.05,0,0.4153,-0.9722,0.0017,0
09/18/2020,MSFT200918C00295000,0.26,0.26,0.25,0.3,96,0.42,0.0218,0.0015,0,295.000,MSFT200918P00295000,0,0,91.2,93,0,0.4993,-0.9504,0.0023,0
09/18/2020,MSFT200918C00300000,0.25,0.25,0.23,0.26,54,0.4286,0.0194,0.0013,0,300.000,MSFT200918P00300000,0,0,95.9,97,0,0.4031,-0.9845,0.001,0
09/18/2020,MSFT200918C00305000,0.21,0.21,0.2,0.25,16,0.4383,0.0176,0.0012,0,305.000,MSFT200918P00305000,0,0,101.1,102,0,0.4416,-0.9799,0.0012,0
10/16/2020,MSFT201016C00080000,105.6,0,123.55,124.65,0,1.5601,0.942,0.0007,1,80.000,MSFT201016P00080000,0.03,0,0.02,0.1,0,0.7068,-0.0025,0.0001,272
10/16/2020,MSFT201016C00085000,97,0,118.65,119.55,0,1.4102,0.9424,0.0008,1,85.000,MSFT201016P00085000,0.13,0,0.04,0.14,0,0.6957,-0.0037,0.0002,206
10/16/2020,MSFT201016C00090000,107.32,0,112.7,114.45,0,0.02,1,0.0009,5,90.000,MSFT201016P00090000,0.1,0,0.05,0.16,0,0.6639,-0.0044,0.0002,656
10/16/2020,MSFT201016C00095000,79.65,0,108.65,109.65,0,1.1631,0.9435,0.0009,0,95.000,MSFT201016P00095000,0.14,0,0.06,0.18,0,0.6335,-0.0053,0.0002,297
10/16/2020,MSFT201016C00100000,103.99,-3.61,103.65,104.55,2,1.0521,0.9449,0.001,119,100.000,MSFT201016P00100000,0.19,0.02,0.15,0.21,2,0.6257,-0.0077,0.0003,893
10/16/2020,MSFT201016C00105000,106,0,98.65,99.65,0,0.9588,0.9456,0.0011,6,105.000,MSFT201016P00105000,0.23,0.03,0.13,0.25,10,0.5901,-0.0085,0.0004,643
10/16/2020,MSFT201016C00110000,88.1,0,93.65,94.65,0,0.8716,0.9466,0.0012,39,110.000,MSFT201016P00110000,0.3,0,0.18,0.3,0,0.5712,-0.011,0.0005,517
10/16/2020,MSFT201016C00115000,68.45,0,88.75,89.6,0,0.7933,0.9474,0.0013,6,115.000,MSFT201016P00115000,0.32,0,0.24,0.36,0,0.5511,-0.0138,0.0006,267
10/16/2020,MSFT201016C00120000,87.8,0,83.9,84.75,0,0.7324,0.9462,0.0014,74,120.000,MSFT201016P00120000,0.34,0,0.32,0.44,0,0.5345,-0.0176,0.0008,2915
10/16/2020,MSFT201016C00125000,89.8,0,78.9,79.85,0,0.6679,0.9463,0.0016,71,125.000,MSFT201016P00125000,0.51,0.055,0.44,0.53,10,0.518,-0.0223,0.001,1167
10/16/2020,MSFT201016C00130000,74.4,-3.325,73.9,75.15,1,0.6185,0.9438,0.0017,169,130.000,MSFT201016P00130000,0.7,0,0.56,0.65,0,0.5013,-0.028,0.0013,4554
10/16/2020,MSFT201016C00135000,79.4,0,69,70.35,0,0.5725,0.9409,0.002,336,135.000,MSFT201016P00135000,0.68,0,0.7,0.79,0,0.4837,-0.0347,0.0015,1852
10/16/2020,MSFT201016C00140000,72.86,0,64.35,65.2,0,0.5261,0.9382,0.0022,184,140.000,MSFT201016P00140000,0.96,0.115,0.89,0.98,1,0.4687,-0.0435,0.0019,2275
10/16/2020,MSFT201016C00145000,69.17,0,59.5,60.75,0,0.5028,0.9278,0.0026,324,145.000,MSFT201016P00145000,1.28,0.23,1.13,1.2,15,0.4544,-0.054,0.0024,2934
10/16/2020,MSFT201016C00150000,57.31,0,54.95,55.65,0,0.4663,0.9214,0.003,499,150.000,MSFT201016P00150000,1.47,0.15,1.43,1.5,5,0.4407,-0.0675,0.0029,8530
10/16/2020,MSFT201016C00155000,53,0,50.4,50.9,0,0.4437,0.9081,0.0036,419,155.000,MSFT201016P00155000,1.91,0.24,1.82,1.89,5,0.429,-0.0842,0.0035,2535
10/16/2020,MSFT201016C00160000,48.35,0,45.65,46.35,0,0.422,0.8917,0.0042,1630,160.000,MSFT201016P00160000,2.35,0.24,2.29,2.38,208,0.4175,-0.1043,0.0042,4586
10/16/2020,MSFT201016C00165000,41.8,-3.05,41.45,41.95,2,0.4116,0.868,0.005,1325,165.000,MSFT201016P00165000,3.05,0.39,2.92,3.05,4,0.4096,-0.1295,0.005,2254
10/16/2020,MSFT201016C00170000,36.76,-3.74,37.2,38.35,2,0.4138,0.8338,0.0058,2141,170.000,MSFT201016P00170000,4.02,0.67,3.65,3.8,29,0.3996,-0.1578,0.0059,4992
10/16/2020,MSFT201016C00175000,33.5,-2.85,32.35,34.1,22,0.3862,0.8094,0.0068,1799,175.000,MSFT201016P00175000,4.75,0.575,4.6,4.75,7,0.3919,-0.1916,0.0068,1598
10/16/2020,MSFT201016C00180000,29.17,-3.205,29.25,29.75,29,0.3827,0.7694,0.0077,2340,180.000,MSFT201016P00180000,5.82,0.62,5.75,5.9,102,0.385,-0.23,0.0077,2630
10/16/2020,MSFT201016C00185000,25.2,-3.325,25.65,26.15,12,0.3771,0.7261,0.0086,2116,185.000,MSFT201016P00185000,7.75,1.325,7.1,7.3,2,0.3786,-0.273,0.0086,5813
10/16/2020,MSFT201016C00190000,22.4,-2.525,22.4,22.65,26,0.371,0.679,0.0094,2727,190.000,MSFT201016P00190000,8.8,0.925,8.75,8.9,88,0.373,-0.3199,0.0093,4023
10/16/2020,MSFT201016C00195000,19.39,-2.235,19.3,19.45,190,0.3649,0.6291,0.0101,1922,195.000,MSFT201016P00195000,10.67,1.12,10.55,10.75,83,0.3663,-0.3699,0.01,1858
10/16/2020,MSFT201016C00200000,16.46,-2.115,16.4,16.6,347,0.3594,0.5757,0.0106,4983,200.000,MSFT201016P00200000,12.65,1.15,12.7,12.85,66,0.3608,-0.4228,0.0106,3000
10/16/2020,MSFT201016C00205000,13.9,-1.875,13.75,13.95,556,0.3539,0.5207,0.011,1844,205.000,MSFT201016P00205000,15.2,1.5,15.05,15.25,248,0.3551,-0.4773,0.0109,1969
10/16/2020,MSFT201016C00210000,11.52,-1.73,11.4,11.6,458,0.348,0.4652,0.0111,4485,210.000,MSFT201016P00210000,17.8,1.65,17.7,17.85,453,0.3493,-0.5323,0.0111,2956
10/16/2020,MSFT201016C00215000,9.42,-1.53,9.35,9.5,364,0.3424,0.4093,0.0111,2471,215.000,MSFT201016P00215000,20.25,1.35,20.6,20.8,1,0.3433,-0.5883,0.011,481
10/16/2020,MSFT201016C00220000,7.7,-1.3,7.55,7.7,515,0.3377,0.3558,0.0108,4848,220.000,MSFT201016P00220000,23,1.1,23.8,24,2,0.3385,-0.6418,0.0107,223
10/16/2020,MSFT201016C00225000,6.18,-1.12,6,6.2,104,0.3332,0.3048,0.0102,974,225.000,MSFT201016P00225000,26.55,0,27.15,27.5,0,0.3325,-0.694,0.0103,16
10/16/2020,MSFT201016C00230000,4.82,-1.03,4.8,4.9,244,0.3301,0.2579,0.0095,4904,230.000,MSFT201016P00230000,31.59,2.89,30.9,31.25,1,0.3295,-0.7408,0.0096,20
10/16/2020,MSFT201016C00240000,2.98,-0.695,2.98,3.05,231,0.3262,0.1792,0.0078,5940,240.000,MSFT201016P00240000,39.81,3.235,38.45,39.55,1,0.3187,-0.825,0.0078,5
10/16/2020,MSFT201016C00250000,1.9,-0.41,1.87,1.94,253,0.3278,0.1228,0.006,3742,250.000,MSFT201016P00250000,45.57,0,47.95,49.1,0,0.3446,-0.862,0.0062,6
10/16/2020,MSFT201016C00260000,1.26,-0.22,1.19,1.28,158,0.3328,0.0844,0.0045,5987,260.000,MSFT201016P00260000,56,0,57.2,57.8,0,0.3354,-0.912,0.0046,4
11/20/2020,MSFT201120C00130000,77.54,0,74.5,75.5,0,0.5639,0.9321,0.0019,22,130.000,MSFT201120P00130000,1.22,0.09,1.1,1.28,4,0.4872,-0.0443,0.0016,763
11/20/2020,MSFT201120C00140000,64.8,-3.925,65.15,65.95,1,0.5012,0.9183,0.0024,219,140.000,MSFT201120P00140000,1.7,0,1.77,1.85,0,0.4637,-0.0662,0.0023,868
11/20/2020,MSFT201120C00150000,58.3,0,55.05,57.65,0,0.4598,0.8926,0.0033,46,150.000,MSFT201120P00150000,2.73,0.195,2.71,2.86,148,0.4452,-0.0982,0.0032,2348
11/20/2020,MSFT201120C00160000,49.5,0,47.4,48.05,0,0.4355,0.853,0.0043,37,160.000,MSFT201120P00160000,4.09,0.365,3.9,4.2,602,0.4249,-0.1385,0.0043,1577
11/20/2020,MSFT201120C00165000,51.96,0,43.15,43.9,0,0.4214,0.8309,0.0049,44,165.000,MSFT201120P00165000,4.95,0.425,4.9,5.05,641,0.419,-0.1651,0.0049,982
11/20/2020,MSFT201120C00170000,38.75,-3.7,38.4,40.65,10,0.4153,0.8005,0.0055,86,170.000,MSFT201120P00170000,5.95,0.525,5.85,6,583,0.4094,-0.1928,0.0055,514
11/20/2020,MSFT201120C00175000,35.56,-3.09,35.2,36,4,0.4026,0.772,0.0062,1441,175.000,MSFT201120P00175000,7.45,0.925,6.95,7.2,54,0.4016,-0.2245,0.0062,1209
11/20/2020,MSFT201120C00180000,31.85,-2.875,31.75,32.3,2,0.3971,0.7369,0.0068,612,180.000,MSFT201120P00180000,8.75,0.975,8.35,8.6,24,0.396,-0.2597,0.0068,1950
11/20/2020,MSFT201120C00185000,27.81,-3.44,28.25,28.85,8,0.3899,0.6996,0.0074,811,185.000,MSFT201120P00185000,10.07,0.845,9.95,10.15,1061,0.3902,-0.2975,0.0074,1491
11/20/2020,MSFT201120C00190000,24.65,-3.125,25.1,25.65,15,0.3854,0.6591,0.0079,854,190.000,MSFT201120P00190000,11.92,1.07,11.7,11.95,2,0.3846,-0.3377,0.0079,734
11/20/2020,MSFT201120C00195000,21.81,-2.815,21.45,22.65,20,0.3732,0.6174,0.0085,955,195.000,MSFT201120P00195000,14.52,1.845,13.7,14,8,0.3798,-0.3801,0.0083,1407
11/20/2020,MSFT201120C00200000,19.5,-2.15,19.35,19.65,106,0.3731,0.5732,0.0087,1330,200.000,MSFT201120P00200000,16.05,1.3,15.85,16.15,40,0.3734,-0.4238,0.0087,1274
11/20/2020,MSFT201120C00210000,14.55,-1.825,14.4,14.7,349,0.3624,0.4826,0.0091,2055,210.000,MSFT201120P00210000,21.71,2.185,20.95,21.3,14,0.3642,-0.514,0.0091,792
11/20/2020,MSFT201120C00220000,10.45,-1.575,10.35,10.6,303,0.3528,0.391,0.009,2780,220.000,MSFT201120P00220000,23.1,0,26.75,27.25,0,0.3526,-0.6046,0.009,188
11/20/2020,MSFT201120C00230000,7.24,-1.26,7.2,7.4,35,0.3427,0.3063,0.0085,910,230.000,MSFT201120P00230000,26.25,0,33.7,34.1,0,0.3456,-0.6887,0.0084,16
11/20/2020,MSFT201120C00240000,5,-0.9,4.95,5.1,457,0.3376,0.2326,0.0075,2013,240.000,MSFT201120P00240000,38.7,0,40.5,41.8,0,0.328,-0.7727,0.0076,57
11/20/2020,MSFT201120C00250000,3.4,-0.55,3.35,3.45,198,0.3342,0.1719,0.0063,987,250.000,MSFT201120P00250000,50.92,3.795,48.75,51.2,1,0.3376,-0.8221,0.0063,9
11/20/2020,MSFT201120C00260000,2.27,-0.43,2.28,2.36,140,0.3341,0.1259,0.0051,729,260.000,MSFT201120P00260000,48.4,0,58.6,59.2,0,0.3386,-0.8673,0.0052,5
12/18/2020,MSFT201218C00080000,133.6,0,123.7,124.5,0,1.2074,0.94,0.0007,3,80.000,MSFT201218P00080000,0.15,0,0.11,0.24,0,0.6176,-0.0059,0.0002,2213
12/18/2020,MSFT201218C00085000,0,0,118.6,119.9,0,1.1025,0.9394,0.0008,0,85.000,MSFT201218P00085000,0.22,0,0.17,0.28,0,0.5999,-0.0076,0.0003,1657
12/18/2020,MSFT201218C00090000,108.12,0,113.7,114.8,0,0.9998,0.9398,0.0009,25,90.000,MSFT201218P00090000,0.26,0,0.23,0.34,0,0.5818,-0.0096,0.0003,666
12/18/2020,MSFT201218C00095000,77,0,108.6,109.75,0,0.9033,0.941,0.0009,2,95.000,MSFT201218P00095000,0.41,0,0.29,0.42,0,0.5646,-0.0121,0.0004,228
12/18/2020,MSFT201218C00100000,107.5,0,103.65,104.85,0,0.8224,0.9424,0.001,308,100.000,MSFT201218P00100000,0.47,0,0.38,0.5,0,0.5475,-0.015,0.0005,451
12/18/2020,MSFT201218C00105000,70.54,0,98.8,99.85,0,0.7526,0.9425,0.0011,11,105.000,MSFT201218P00105000,0.49,0,0.49,0.62,0,0.5345,-0.0189,0.0007,216
12/18/2020,MSFT201218C00110000,97,0,93.95,94.9,0,0.6913,0.9421,0.0012,83,110.000,MSFT201218P00110000,0.5,0,0.61,0.75,0,0.519,-0.0233,0.0008,590
12/18/2020,MSFT201218C00115000,100.53,0,89.05,90.1,0,0.6414,0.9394,0.0014,308,115.000,MSFT201218P00115000,0.8,0,0.76,0.92,0,0.505,-0.0288,0.001,292
12/18/2020,MSFT201218C00120000,83.9,-4.275,83.3,86.05,1,0.5912,0.9381,0.0015,518,120.000,MSFT201218P00120000,1.07,0,0.96,1.12,0,0.4926,-0.0354,0.0012,1946
12/18/2020,MSFT201218C00125000,83.02,0,79.4,80.6,0,0.5587,0.9329,0.0017,256,125.000,MSFT201218P00125000,0.96,0,1.19,1.37,0,0.4807,-0.0434,0.0014,1044
12/18/2020,MSFT201218C00130000,74.35,-4.1,74.75,75.7,1,0.5228,0.9284,0.0019,429,130.000,MSFT201218P00130000,1.52,0,1.5,1.66,0,0.4702,-0.053,0.0017,3259
12/18/2020,MSFT201218C00135000,68.96,0,70.2,71.1,0,0.5007,0.9195,0.0022,305,135.000,MSFT201218P00135000,1.96,0.155,1.84,2.03,2,0.4597,-0.0642,0.0021,1176
12/18/2020,MSFT201218C00140000,75.3,0,65.55,66.3,0,0.4719,0.9118,0.0025,634,140.000,MSFT201218P00140000,2.28,0.1,2.21,2.47,7,0.449,-0.077,0.0024,2607
12/18/2020,MSFT201218C00145000,62.96,0,61.05,61.65,0,0.4507,0.9005,0.0028,714,145.000,MSFT201218P00145000,2.72,0,2.67,2.9,0,0.437,-0.0911,0.0028,2716
12/18/2020,MSFT201218C00150000,57.1,-3.05,56.35,57.4,2,0.4361,0.885,0.0033,520,150.000,MSFT201218P00150000,3.45,0.3,3.25,3.4,2,0.4267,-0.1077,0.0033,2399
12/18/2020,MSFT201218C00155000,60.19,0,52.35,53,0,0.4279,0.865,0.0038,629,155.000,MSFT201218P00155000,3.9,0,3.9,4.2,0,0.4192,-0.1283,0.0038,2056
12/18/2020,MSFT201218C00160000,48.1,-3.325,47.95,48.9,3,0.4156,0.8443,0.0043,1856,160.000,MSFT201218P00160000,4.89,0.39,4.75,5,3,0.4118,-0.1511,0.0043,3821
12/18/2020,MSFT201218C00165000,44.2,-3.1,44.05,44.75,1,0.4051,0.8216,0.0048,3687,165.000,MSFT201218P00165000,5.85,0.525,5.6,5.9,4,0.4029,-0.1752,0.0048,2783
12/18/2020,MSFT201218C00170000,40.5,0,40.15,40.95,0,0.3996,0.7929,0.0053,1291,170.000,MSFT201218P00170000,6.9,0.575,6.7,7.1,12,0.3975,-0.2039,0.0053,3093
12/18/2020,MSFT201218C00175000,39.05,0,36.55,36.85,0,0.3892,0.7636,0.0059,5042,175.000,MSFT201218P00175000,8.2,0.65,8,8.35,267,0.3915,-0.2349,0.0059,2699
12/18/2020,MSFT201218C00180000,33.24,-2.56,32.85,33.45,7,0.3857,0.728,0.0064,3860,180.000,MSFT201218P00180000,9.58,0.73,9.55,9.8,64,0.3862,-0.269,0.0064,2645
12/18/2020,MSFT201218C00185000,31.5,0,28.7,30.1,0,0.3715,0.6945,0.0071,1705,185.000,MSFT201218P00185000,11.35,1,11.1,11.5,23,0.3804,-0.3046,0.0069,2881
12/18/2020,MSFT201218C00190000,25.89,-3.085,26.25,26.85,19,0.3731,0.6548,0.0074,6251,190.000,MSFT201218P00190000,13.05,0.95,12.9,13.3,5,0.3744,-0.3423,0.0074,2873
12/18/2020,MSFT201218C00195000,23.38,-2.495,23.4,24.4,12,0.3742,0.6149,0.0076,2494,195.000,MSFT201218P00195000,15.45,1.35,15,15.35,16,0.3701,-0.382,0.0077,2334
12/18/2020,MSFT201218C00200000,20.6,-2.375,20.6,21.1,38,0.3638,0.5743,0.0081,4300,200.000,MSFT201218P00200000,17.65,1.525,17.15,17.55,30,0.3649,-0.4222,0.0081,2446
12/18/2020,MSFT201218C00210000,15.75,-2.025,15.65,16,126,0.3524,0.4896,0.0085,2465,210.000,MSFT201218P00210000,22.7,1.775,21.85,22.7,352,0.3515,-0.5074,0.0085,2377
12/18/2020,MSFT201218C00220000,11.7,-1.4,11.55,11.7,222,0.3409,0.4041,0.0085,4086,220.000,MSFT201218P00220000,28.25,1.85,28.1,28.45,30,0.3443,-0.591,0.0084,989
12/18/2020,MSFT201218C00230000,8.37,-1.28,8.2,8.4,200,0.3315,0.3224,0.0081,3975,230.000,MSFT201218P00230000,33.4,0,34.55,35.1,0,0.333,-0.6734,0.0081,78
12/18/2020,MSFT201218C00240000,5.8,-1.075,5.8,6,116,0.3261,0.2518,0.0073,2018,240.000,MSFT201218P00240000,38.7,0,42.1,42.65,0,0.3274,-0.745,0.0073,25
12/18/2020,MSFT201218C00250000,4.01,-0.84,4,4.25,68,0.3227,0.1916,0.0064,2809,250.000,MSFT201218P00250000,46.55,0,50.4,50.85,0,0.3242,-0.8048,0.0063,20
12/18/2020,MSFT201218C00260000,2.78,-0.67,2.82,3,19,0.3228,0.1444,0.0053,2480,260.000,MSFT201218P00260000,53.45,0,59.1,59.75,0,0.3246,-0.851,0.0053,8
12/18/2020,MSFT201218C00270000,2.05,-0.42,2,2.14,42,0.3241,0.1086,0.0043,1669,270.000,MSFT201218P00270000,62.55,0,67.4,69.05,0,0.3115,-0.8988,0.0042,9
01/15/2021,MSFT210115C00050000,163.22,0,153.55,154.75,0,2.1991,0.9505,0.0003,14,50.000,MSFT210115P00050000,0.09,0,0.03,0.11,0,0.7519,-0.0019,0.0001,3983
01/15/2021,MSFT210115C00055000,128.9,0,148.45,149.85,0,1.9362,0.9465,0.0004,4,55.000,MSFT210115P00055000,0.11,0,0.07,0.1,0,0.7198,-0.0024,0.0001,1727
01/15/2021,MSFT210115C00060000,154.6,0,143.6,144.5,0,1.7088,0.9438,0.0004,22,60.000,MSFT210115P00060000,0.11,0,0.1,0.15,0,0.7033,-0.0035,0.0001,1315
01/15/2021,MSFT210115C00065000,140,0,137.55,139.55,0,0.02,1,0.0005,17,65.000,MSFT210115P00065000,0.18,0,0.15,0.18,0,0.6819,-0.0046,0.0001,1825
01/15/2021,MSFT210115C00070000,143.22,0,133.45,134.85,0,1.3736,0.9399,0.0006,271,70.000,MSFT210115P00070000,0.16,0,0.1,0.21,0,0.6352,-0.0047,0.0001,2266
01/15/2021,MSFT210115C00075000,139.55,0,128.6,129.6,0,1.2316,0.94,0.0006,169,75.000,MSFT210115P00075000,0.25,0,0.17,0.24,0,0.6169,-0.0062,0.0002,1895
01/15/2021,MSFT210115C00080000,133.5,0,123.7,124.65,0,1.1166,0.9395,0.0007,655,80.000,MSFT210115P00080000,0.24,0,0.18,0.29,0,0.5911,-0.0073,0.0002,7362
01/15/2021,MSFT210115C00085000,122.22,0,118.65,119.85,0,1.0159,0.9387,0.0008,1935,85.000,MSFT210115P00085000,0.3,-0.015,0.25,0.35,1,0.5746,-0.0094,0.0003,2835
01/15/2021,MSFT210115C00090000,124.25,0,113.75,114.6,0,0.9158,0.9402,0.0009,695,90.000,MSFT210115P00090000,0.45,0,0.31,0.43,0,0.5568,-0.0117,0.0004,5822
01/15/2021,MSFT210115C00092500,107.68,0,111.4,112.1,0,0.8768,0.94,0.0009,99,92.500,MSFT210115P00092500,0.37,0,0.35,0.47,0,0.5481,-0.013,0.0004,1660
01/15/2021,MSFT210115C00095000,112.35,0,108.75,109.8,0,0.8375,0.94,0.0009,463,95.000,MSFT210115P00095000,0.55,0,0.4,0.52,0,0.5407,-0.0146,0.0005,3693
01/15/2021,MSFT210115C00097500,86.35,0,106.3,107.3,0,0.8012,0.9396,0.001,830,97.500,MSFT210115P00097500,0.51,0,0.45,0.58,0,0.5337,-0.0163,0.0005,2751
01/15/2021,MSFT210115C00100000,105.4,-2.35,103.85,104.8,1,0.7643,0.9403,0.001,1601,100.000,MSFT210115P00100000,0.58,-0.015,0.51,0.63,3,0.5263,-0.0182,0.0006,12347
01/15/2021,MSFT210115C00105000,102.22,0,99.05,99.8,0,0.7039,0.9391,0.0011,3219,105.000,MSFT210115P00105000,0.56,0,0.65,0.77,0,0.513,-0.0226,0.0007,15862
01/15/2021,MSFT210115C00110000,105.4,0,94.15,95,0,0.648,0.9388,0.0012,2210,110.000,MSFT210115P00110000,0.89,0.02,0.78,0.89,45,0.4957,-0.0269,0.0009,8237
01/15/2021,MSFT210115C00115000,92.39,0,89.2,90.35,0,0.602,0.9366,0.0014,2408,115.000,MSFT210115P00115000,1.04,-0.015,1.01,1.13,12,0.4876,-0.0339,0.0011,7361
01/15/2021,MSFT210115C00120000,83.8,-4.475,84.45,85.4,10,0.5583,0.9344,0.0015,8809,120.000,MSFT210115P00120000,1.32,0.06,1.22,1.37,15,0.4749,-0.041,0.0013,14475
01/15/2021,MSFT210115C00125000,85,0,79.65,80.75,0,0.5251,0.9297,0.0017,5450,125.000,MSFT210115P00125000,1.58,0.055,1.52,1.64,4,0.4639,-0.0496,0.0015,12617
01/15/2021,MSFT210115C00130000,78.21,0,75.05,75.95,0,0.4951,0.924,0.0019,3972,130.000,MSFT210115P00130000,1.96,0.15,1.86,1.95,1,0.4527,-0.0595,0.0018,12597
01/15/2021,MSFT210115C00135000,73.5,0,70.4,71.2,0,0.4704,0.9155,0.0022,4657,135.000,MSFT210115P00135000,2.33,0.14,2.24,2.35,1,0.4423,-0.0711,0.0021,8094
01/15/2021,MSFT210115C00140000,65,-4.45,66,66.55,5,0.4496,0.906,0.0025,6159,140.000,MSFT210115P00140000,2.74,0.145,2.69,2.82,21,0.4327,-0.0844,0.0025,18386
01/15/2021,MSFT210115C00145000,65.13,0,61.6,62.2,0,0.4383,0.8909,0.0029,4990,145.000,MSFT210115P00145000,3.4,0.3,3.25,3.4,3,0.4242,-0.1003,0.0029,10597
01/15/2021,MSFT210115C00150000,57.2,-3.475,57.15,57.8,4,0.4241,0.8747,0.0033,6855,150.000,MSFT210115P00150000,3.9,0.175,3.9,4.1,9,0.417,-0.1183,0.0033,16465
01/15/2021,MSFT210115C00155000,52.92,-3.48,52.7,53.6,14,0.4094,0.858,0.0037,5411,155.000,MSFT210115P00155000,4.7,0.3,4.55,4.85,3,0.4068,-0.1377,0.0037,11020
01/15/2021,MSFT210115C00160000,49.13,-3.045,48.85,49.35,7,0.4025,0.8353,0.0042,12094,160.000,MSFT210115P00160000,5.77,0.595,5.45,5.75,74,0.4001,-0.1605,0.0042,16168
01/15/2021,MSFT210115C00165000,44.9,-3.075,44.85,45.3,12,0.3933,0.8112,0.0047,20377,165.000,MSFT210115P00165000,6.9,0.775,6.5,6.7,3,0.3927,-0.1853,0.0047,10415
01/15/2021,MSFT210115C00170000,40.9,-3.125,41.05,41.55,13,0.388,0.7832,0.0052,12358,170.000,MSFT210115P00170000,7.7,0.475,7.6,7.95,2501,0.3865,-0.213,0.0052,11457
01/15/2021,MSFT210115C00175000,40.12,0,37.4,37.85,0,0.3811,0.7537,0.0057,17357,175.000,MSFT210115P00175000,9.1,0.625,8.95,9.3,53,0.381,-0.2431,0.0057,8524
01/15/2021,MSFT210115C00180000,34.15,-2.6,33.85,34.3,13,0.3756,0.7206,0.0061,19993,180.000,MSFT210115P00180000,10.58,0.705,10.5,10.7,36,0.375,-0.2748,0.0061,17600
01/15/2021,MSFT210115C00185000,30.65,-2.6,30.5,31,112,0.3697,0.6866,0.0066,11914,185.000,MSFT210115P00185000,12.2,0.8,12.15,12.4,103,0.3696,-0.3089,0.0066,5159
01/15/2021,MSFT210115C00190000,27.6,-2.45,27.4,27.8,11,0.3632,0.6517,0.007,12443,190.000,MSFT210115P00190000,14.25,1.05,14.05,14.25,252,0.3644,-0.3453,0.007,5559
01/15/2021,MSFT210115C00195000,24.5,-2.4,24.5,24.85,90,0.3586,0.6141,0.0073,6269,195.000,MSFT210115P00195000,15.9,0.8,16.05,16.3,46,0.3588,-0.3829,0.0073,2560
01/15/2021,MSFT210115C00200000,21.85,-2.225,21.8,22.05,435,0.354,0.5753,0.0076,25971,200.000,MSFT210115P00200000,18.55,1.325,18.3,18.55,2108,0.3542,-0.4215,0.0076,5000
01/15/2021,MSFT210115C00210000,17,-1.9,16.9,17.1,1463,0.3446,0.4958,0.008,10139,210.000,MSFT210115P00210000,23.49,1.465,23.4,24.25,477,0.3506,-0.4994,0.0078,2637
01/15/2021,MSFT210115C00220000,12.9,-1.575,12.75,13,442,0.3361,0.4161,0.008,9891,220.000,MSFT210115P00220000,29,1.35,28.9,29.65,20,0.3347,-0.5814,0.008,1901
01/15/2021,MSFT210115C00230000,9.45,-1.425,9.4,9.55,438,0.3276,0.3393,0.0077,11345,230.000,MSFT210115P00230000,35.55,1.6,35.05,36.25,1,0.3219,-0.6617,0.0078,190
01/15/2021,MSFT210115C00240000,6.91,-1.04,6.7,6.95,180,0.321,0.2687,0.0071,6266,240.000,MSFT210115P00240000,41.91,0,43.1,43.55,0,0.3202,-0.7285,0.0071,1019
01/15/2021,MSFT210115C00250000,5,-0.775,4.85,5,498,0.3173,0.2102,0.0063,7371,250.000,MSFT210115P00250000,42.99,0,51.1,51.6,0,0.317,-0.7869,0.0063,35
01/15/2021,MSFT210115C00260000,3.45,-0.675,3.55,3.6,59,0.317,0.1627,0.0054,2663,260.000,MSFT210115P00260000,57.15,0,59.7,60.3,0,0.3156,-0.8349,0.0054,8
01/15/2021,MSFT210115C00270000,2.6,-0.425,2.55,2.75,312,0.3191,0.1267,0.0045,5109,270.000,MSFT210115P00270000,60.68,0,67.75,69.35,0,0.2993,-0.8874,0.0043,2
01/15/2021,MSFT210115C00280000,1.94,-0.265,1.9,1.96,634,0.3196,0.0971,0.0037,5812,280.000,MSFT210115P00280000,67.95,0,78.15,79.7,0,0.3422,-0.8812,0.0039,62
03/19/2021,MSFT210319C00065000,138,0,138.6,139.8,0,1.3287,0.9398,0.0005,4,65.000,MSFT210319P00065000,0.2,0,0.11,0.24,0,0.5918,-0.0048,0.0001,1293
03/19/2021,MSFT210319C00070000,114.89,0,133.65,134.6,0,1.1882,0.9382,0.0006,3,70.000,MSFT210319P00070000,0.45,0,0.17,0.29,0,0.5754,-0.0063,0.0002,86
03/19/2021,MSFT210319C00075000,0,0,128.55,129.65,0,1.067,0.9381,0.0006,0,75.000,MSFT210319P00075000,0.25,0,0.23,0.36,0,0.5588,-0.0081,0.0002,573
03/19/2021,MSFT210319C00080000,98,0,123.7,124.55,0,0.9646,0.9378,0.0007,1,80.000,MSFT210319P00080000,0.4,0,0.31,0.44,0,0.5443,-0.0104,0.0003,190
03/19/2021,MSFT210319C00085000,86.7,0,118.55,120,0,0.8819,0.9366,0.0008,21,85.000,MSFT210319P00085000,0.5,0,0.41,0.53,0,0.5294,-0.0131,0.0004,338
